year,gear,rfmo,species,product,property,value
2012,BB,W,PBF,zs,v,0
2012,BB,W,PBF,zs,cv,0
2012,BB,W,PBF,zs,sv,0
2012,BB,W,PBF,r,v,0
2012,BB,W,PBF,r,cv,0
2012,BB,W,PBF,r,sv,0
2012,BB,W,SBF,lc,v,0
2012,BB,W,SBF,lc,cv,0
2012,BB,W,SBF,lc,sv,0
2012,BB,W,SBF,cb,v,0
2012,BB,W,SBF,cb,cv,0
2012,BB,W,SBF,cb,sv,0
2012,BB,W,SBF,d,v,0
2012,BB,W,SBF,d,cv,0
2012,BB,W,SBF,d,sv,0
2012,BB,W,SBF,fs,v,0
2012,BB,W,SBF,fs,cv,0
2012,BB,W,SBF,fs,sv,0
2012,BB,W,SBF,zs,v,0
2012,BB,W,SBF,zs,cv,0
2012,BB,W,SBF,zs,sv,0
2012,BB,W,SBF,r,v,0
2012,BB,W,SBF,r,cv,0
2012,BB,W,SBF,r,sv,0
2012,BB,W,SKJ,lc,v,119352.1
2012,BB,W,SKJ,lc,cv,186724572.7
2012,BB,W,SKJ,lc,sv,742378547.3
2012,BB,W,SKJ,cb,v,0
2012,BB,W,SKJ,cb,cv,0
2012,BB,W,SKJ,cb,sv,8987213.13
2012,BB,W,SKJ,d,v,51150.9
2012,BB,W,SKJ,d,cv,80024816.88
2012,BB,W,SKJ,d,sv,179028150
2012,BB,W,SKJ,fs,v,0
2012,BB,W,SKJ,fs,cv,0
2012,BB,W,SKJ,fs,sv,0
2012,BB,W,SKJ,zs,v,0
2012,BB,W,SKJ,zs,cv,0
2012,BB,W,SKJ,zs,sv,0
2012,BB,W,SKJ,r,v,0
2012,BB,W,SKJ,r,cv,0
2012,BB,W,SKJ,r,sv,0
2012,BB,W,YFT,lc,v,24259.9
2012,BB,W,YFT,lc,cv,54875893.8
2012,BB,W,YFT,lc,sv,236605044.9
2012,BB,W,YFT,cb,v,0
2012,BB,W,YFT,cb,cv,0
2012,BB,W,YFT,cb,sv,1826770.47
2012,BB,W,YFT,d,v,10397.1
2012,BB,W,YFT,d,cv,23518240.2
2012,BB,W,YFT,d,sv,57184050
2012,BB,W,YFT,fs,v,0
2012,BB,W,YFT,fs,cv,0
2012,BB,W,YFT,fs,sv,0
2012,BB,W,YFT,zs,v,0
2012,BB,W,YFT,zs,cv,0
2012,BB,W,YFT,zs,sv,0
2012,BB,W,YFT,r,v,0
2012,BB,W,YFT,r,cv,0
2012,BB,W,YFT,r,sv,0
2012,GN,W,ALB,lc,v,23.4
2012,GN,W,ALB,lc,cv,80776.8
2012,GN,W,ALB,lc,sv,210526.4978
2012,GN,W,ALB,cb,v,0
2012,GN,W,ALB,cb,cv,0
2012,GN,W,ALB,cb,sv,1762.02
2012,GN,W,ALB,d,v,2.6
2012,GN,W,ALB,d,cv,8975.2
2012,GN,W,ALB,d,sv,7800
2012,GN,W,ALB,fs,v,0
2012,GN,W,ALB,fs,cv,0
2012,GN,W,ALB,fs,sv,0
2012,GN,W,ALB,zs,v,0
2012,GN,W,ALB,zs,cv,0
2012,GN,W,ALB,zs,sv,0
2012,GN,W,ALB,r,v,0
2012,GN,W,ALB,r,cv,0
2012,GN,W,ALB,r,sv,0
2012,GN,W,BET,lc,v,328.5
2012,GN,W,BET,lc,cv,634744.125
2012,GN,W,BET,lc,sv,2611478.702
2012,GN,W,BET,cb,v,0
2012,GN,W,BET,cb,cv,0
2012,GN,W,BET,cb,sv,24736.05
2012,GN,W,BET,d,v,36.5
2012,GN,W,BET,d,cv,70527.125
2012,GN,W,BET,d,sv,146000
2012,GN,W,BET,fs,v,0
2012,GN,W,BET,fs,cv,0
2012,GN,W,BET,fs,sv,0
2012,GN,W,BET,zs,v,0
2012,GN,W,BET,zs,cv,0
2012,GN,W,BET,zs,sv,0
2012,GN,W,BET,r,v,0
2012,GN,W,BET,r,cv,0
2012,GN,W,BET,r,sv,0
2012,GN,W,BFT,lc,v,0
2012,GN,W,BFT,lc,cv,0
2012,GN,W,BFT,lc,sv,0
2012,GN,W,BFT,cb,v,0
2012,GN,W,BFT,cb,cv,0
2012,GN,W,BFT,cb,sv,0
2012,GN,W,BFT,d,v,0
2012,GN,W,BFT,d,cv,0
2012,GN,W,BFT,d,sv,0
2012,GN,W,BFT,fs,v,0
2012,GN,W,BFT,fs,cv,0
2012,GN,W,BFT,fs,sv,0
2012,GN,W,BFT,zs,v,0
2012,GN,W,BFT,zs,cv,0
2012,GN,W,BFT,zs,sv,0
2012,GN,W,BFT,r,v,0
2012,GN,W,BFT,r,cv,0
2012,GN,W,BFT,r,sv,0
2012,GN,W,PBF,lc,v,0
2012,GN,W,PBF,lc,cv,0
2012,GN,W,PBF,lc,sv,0
2012,GN,W,PBF,cb,v,0
2012,GN,W,PBF,cb,cv,0
2012,GN,W,PBF,cb,sv,0
2012,GN,W,PBF,d,v,0
2012,GN,W,PBF,d,cv,0
2012,GN,W,PBF,d,sv,0
2012,GN,W,PBF,fs,v,0
2012,GN,W,PBF,fs,cv,0
2012,GN,W,PBF,fs,sv,0
2012,GN,W,PBF,zs,v,0
2012,GN,W,PBF,zs,cv,0
2012,GN,W,PBF,zs,sv,0
2012,GN,W,PBF,r,v,0
2012,GN,W,PBF,r,cv,0
2012,GN,W,PBF,r,sv,0
2012,GN,W,SBF,lc,v,0
2012,GN,W,SBF,lc,cv,0
2012,GN,W,SBF,lc,sv,0
2012,GN,W,SBF,cb,v,0
2012,GN,W,SBF,cb,cv,0
2012,GN,W,SBF,cb,sv,0
2012,GN,W,SBF,d,v,0
2012,GN,W,SBF,d,cv,0
2012,GN,W,SBF,d,sv,0
2012,GN,W,SBF,fs,v,0
2012,GN,W,SBF,fs,cv,0
2012,GN,W,SBF,fs,sv,0
2012,GN,W,SBF,zs,v,0
2012,GN,W,SBF,zs,cv,0
2012,GN,W,SBF,zs,sv,0
2012,GN,W,SBF,r,v,0
2012,GN,W,SBF,r,cv,0
2012,GN,W,SBF,r,sv,0
2012,GN,W,SKJ,lc,v,18983.7
2012,GN,W,SKJ,lc,cv,29699714.3
2012,GN,W,SKJ,lc,sv,118079963.6
2012,GN,W,SKJ,cb,v,0
2012,GN,W,SKJ,cb,cv,0
2012,GN,W,SKJ,cb,sv,1429472.61
2012,GN,W,SKJ,d,v,2109.3
2012,GN,W,SKJ,d,cv,3299968.255
2012,GN,W,SKJ,d,sv,7382550
2012,GN,W,SKJ,fs,v,0
2012,GN,W,SKJ,fs,cv,0
2012,GN,W,SKJ,fs,sv,0
2012,GN,W,SKJ,zs,v,0
2012,GN,W,SKJ,zs,cv,0
2012,GN,W,SKJ,zs,sv,0
2012,GN,W,SKJ,r,v,0
2012,GN,W,SKJ,r,cv,0
2012,GN,W,SKJ,r,sv,0
2012,GN,W,YFT,lc,v,927
2012,GN,W,YFT,lc,cv,2096874
2012,GN,W,YFT,lc,sv,9040963.756
2012,GN,W,YFT,cb,v,0
2012,GN,W,YFT,cb,cv,0
2012,GN,W,YFT,cb,sv,69803.1
2012,GN,W,YFT,d,v,103
2012,GN,W,YFT,d,cv,232986
2012,GN,W,YFT,d,sv,566500
2012,GN,W,YFT,fs,v,0
2012,GN,W,YFT,fs,cv,0
2012,GN,W,YFT,fs,sv,0
2012,GN,W,YFT,zs,v,0
2012,GN,W,YFT,zs,cv,0
2012,GN,W,YFT,zs,sv,0
2012,GN,W,YFT,r,v,0
2012,GN,W,YFT,r,cv,0
2012,GN,W,YFT,r,sv,0
2012,HL,W,ALB,lc,v,0
2012,HL,W,ALB,lc,cv,0
2012,HL,W,ALB,lc,sv,0
2012,HL,W,ALB,cb,v,0
2012,HL,W,ALB,cb,cv,0
2012,HL,W,ALB,cb,sv,0
2012,HL,W,ALB,d,v,378
2012,HL,W,ALB,d,cv,1304856
2012,HL,W,ALB,d,sv,1134000
2012,HL,W,ALB,fs,v,0
2012,HL,W,ALB,fs,cv,0
2012,HL,W,ALB,fs,sv,0
2012,HL,W,ALB,zs,v,0
2012,HL,W,ALB,zs,cv,0
2012,HL,W,ALB,zs,sv,0
2012,HL,W,ALB,r,v,0
2012,HL,W,ALB,r,cv,0
2012,HL,W,ALB,r,sv,0
2012,HL,W,BET,lc,v,0
2012,HL,W,BET,lc,cv,0
2012,HL,W,BET,lc,sv,0
2012,HL,W,BET,cb,v,0
2012,HL,W,BET,cb,cv,0
2012,HL,W,BET,cb,sv,0
2012,HL,W,BET,d,v,0
2012,HL,W,BET,d,cv,0
2012,HL,W,BET,d,sv,0
2012,HL,W,BET,fs,v,3037
2012,HL,W,BET,fs,cv,19027423.82
2012,HL,W,BET,fs,sv,67085431.88
2012,HL,W,BET,zs,v,0
2012,HL,W,BET,zs,cv,0
2012,HL,W,BET,zs,sv,0
2012,HL,W,BET,r,v,0
2012,HL,W,BET,r,cv,0
2012,HL,W,BET,r,sv,0
2012,HL,W,BFT,lc,v,0
2012,HL,W,BFT,lc,cv,0
2012,HL,W,BFT,lc,sv,0
2012,HL,W,BFT,cb,v,0
2012,HL,W,BFT,cb,cv,0
2012,HL,W,BFT,cb,sv,0
2012,HL,W,BFT,d,v,0
2012,HL,W,BFT,d,cv,0
2012,HL,W,BFT,d,sv,0
2012,HL,W,BFT,fs,v,0
2012,HL,W,BFT,fs,cv,0
2012,HL,W,BFT,fs,sv,0
2012,HL,W,BFT,zs,v,0
2012,HL,W,BFT,zs,cv,0
2012,HL,W,BFT,zs,sv,0
2012,HL,W,BFT,r,v,0
2012,HL,W,BFT,r,cv,0
2012,HL,W,BFT,r,sv,0
2012,HL,W,PBF,lc,v,0
2012,HL,W,PBF,lc,cv,0
2012,HL,W,PBF,lc,sv,0
2012,HL,W,PBF,cb,v,0
2012,HL,W,PBF,cb,cv,0
2012,HL,W,PBF,cb,sv,0
2012,HL,W,PBF,d,v,0
2012,HL,W,PBF,d,cv,0
2012,HL,W,PBF,d,sv,0
2012,HL,W,PBF,fs,v,0
2012,HL,W,PBF,fs,cv,0
2012,HL,W,PBF,fs,sv,0
2012,HL,W,PBF,zs,v,0
2012,HL,W,PBF,zs,cv,0
2012,HL,W,PBF,zs,sv,0
2012,HL,W,PBF,r,v,0
2012,HL,W,PBF,r,cv,0
2012,HL,W,PBF,r,sv,0
2012,HL,W,SBF,lc,v,0
2012,HL,W,SBF,lc,cv,0
2012,HL,W,SBF,lc,sv,0
2012,HL,W,SBF,cb,v,0
2012,HL,W,SBF,cb,cv,0
2012,HL,W,SBF,cb,sv,0
2012,HL,W,SBF,d,v,0
2012,HL,W,SBF,d,cv,0
2012,HL,W,SBF,d,sv,0
2012,HL,W,SBF,fs,v,0
2012,HL,W,SBF,fs,cv,0
2012,HL,W,SBF,fs,sv,0
2012,HL,W,SBF,zs,v,0
2012,HL,W,SBF,zs,cv,0
2012,HL,W,SBF,zs,sv,0
2012,HL,W,SBF,r,v,0
2012,HL,W,SBF,r,cv,0
2012,HL,W,SBF,r,sv,0
2012,HL,W,SKJ,lc,v,0
2012,HL,W,SKJ,lc,cv,0
2012,HL,W,SKJ,lc,sv,0
2012,HL,W,SKJ,cb,v,0
2012,HL,W,SKJ,cb,cv,0
2012,HL,W,SKJ,cb,sv,0
2012,HL,W,SKJ,d,v,11051
2012,HL,W,SKJ,d,cv,17289123.97
2012,HL,W,SKJ,d,sv,38678500
2012,HL,W,SKJ,fs,v,0
2012,HL,W,SKJ,fs,cv,0
2012,HL,W,SKJ,fs,sv,0
2012,HL,W,SKJ,zs,v,0
2012,HL,W,SKJ,zs,cv,0
2012,HL,W,SKJ,zs,sv,0
2012,HL,W,SKJ,r,v,0
2012,HL,W,SKJ,r,cv,0
2012,HL,W,SKJ,r,sv,0
2012,HL,W,YFT,lc,v,0
2012,HL,W,YFT,lc,cv,0
2012,HL,W,YFT,lc,sv,0
2012,HL,W,YFT,cb,v,0
2012,HL,W,YFT,cb,cv,0
2012,HL,W,YFT,cb,sv,0
2012,HL,W,YFT,d,v,0
2012,HL,W,YFT,d,cv,0
2012,HL,W,YFT,d,sv,0
2012,HL,W,YFT,fs,v,0
2012,HL,W,YFT,fs,cv,0
2012,HL,W,YFT,fs,sv,0
2012,HL,W,YFT,zs,v,37499
2012,HL,W,YFT,zs,cv,220094836
2012,HL,W,YFT,zs,sv,687006951.1
2012,HL,W,YFT,r,v,0
2012,HL,W,YFT,r,cv,0
2012,HL,W,YFT,r,sv,0
2012,LL,W,ALB,lc,v,80337.6
2012,LL,W,ALB,lc,cv,277325395.2
2012,LL,W,ALB,lc,sv,722786050
2012,LL,W,ALB,cb,v,0
2012,LL,W,ALB,cb,cv,0
2012,LL,W,ALB,cb,sv,6049421.28
2012,LL,W,ALB,d,v,0
2012,LL,W,ALB,d,cv,0
2012,LL,W,ALB,d,sv,0
2012,LL,W,ALB,fs,v,0
2012,LL,W,ALB,fs,cv,0
2012,LL,W,ALB,fs,sv,0
2012,LL,W,ALB,zs,v,20084.4
2012,LL,W,ALB,zs,cv,76880999.84
2012,LL,W,ALB,zs,sv,347260804.2
2012,LL,W,ALB,r,v,0
2012,LL,W,ALB,r,cv,0
2012,LL,W,ALB,r,sv,0
2012,LL,W,BET,lc,v,0
2012,LL,W,BET,lc,cv,0
2012,LL,W,BET,lc,sv,0
2012,LL,W,BET,cb,v,0
2012,LL,W,BET,cb,cv,0
2012,LL,W,BET,cb,sv,0
2012,LL,W,BET,d,v,0
2012,LL,W,BET,d,cv,0
2012,LL,W,BET,d,sv,0
2012,LL,W,BET,fs,v,39710
2012,LL,W,BET,fs,cv,248791241.4
2012,LL,W,BET,fs,sv,877169081.3
2012,LL,W,BET,zs,v,39710
2012,LL,W,BET,zs,cv,430981302.3
2012,LL,W,BET,zs,sv,686588921.4
2012,LL,W,BET,r,v,0
2012,LL,W,BET,r,cv,0
2012,LL,W,BET,r,sv,0
2012,LL,W,BFT,lc,v,0
2012,LL,W,BFT,lc,cv,0
2012,LL,W,BFT,lc,sv,0
2012,LL,W,BFT,cb,v,0
2012,LL,W,BFT,cb,cv,0
2012,LL,W,BFT,cb,sv,0
2012,LL,W,BFT,d,v,0
2012,LL,W,BFT,d,cv,0
2012,LL,W,BFT,d,sv,0
2012,LL,W,BFT,fs,v,0
2012,LL,W,BFT,fs,cv,0
2012,LL,W,BFT,fs,sv,0
2012,LL,W,BFT,zs,v,0
2012,LL,W,BFT,zs,cv,0
2012,LL,W,BFT,zs,sv,0
2012,LL,W,BFT,r,v,0
2012,LL,W,BFT,r,cv,0
2012,LL,W,BFT,r,sv,0
2012,LL,W,PBF,lc,v,0
2012,LL,W,PBF,lc,cv,0
2012,LL,W,PBF,lc,sv,0
2012,LL,W,PBF,cb,v,0
2012,LL,W,PBF,cb,cv,0
2012,LL,W,PBF,cb,sv,0
2012,LL,W,PBF,d,v,0
2012,LL,W,PBF,d,cv,0
2012,LL,W,PBF,d,sv,0
2012,LL,W,PBF,fs,v,0
2012,LL,W,PBF,fs,cv,0
2012,LL,W,PBF,fs,sv,0
2012,LL,W,PBF,zs,v,210
2012,LL,W,PBF,zs,cv,5656867.749
2012,LL,W,PBF,zs,sv,15575592.72
2012,LL,W,PBF,r,v,0
2012,LL,W,PBF,r,cv,0
2012,LL,W,PBF,r,sv,0
2012,LL,W,SBF,lc,v,0
2012,LL,W,SBF,lc,cv,0
2012,LL,W,SBF,lc,sv,0
2012,LL,W,SBF,cb,v,0
2012,LL,W,SBF,cb,cv,0
2012,LL,W,SBF,cb,sv,0
2012,LL,W,SBF,d,v,0
2012,LL,W,SBF,d,cv,0
2012,LL,W,SBF,d,sv,0
2012,LL,W,SBF,fs,v,0
2012,LL,W,SBF,fs,cv,0
2012,LL,W,SBF,fs,sv,0
2012,LL,W,SBF,zs,v,0
2012,LL,W,SBF,zs,cv,0
2012,LL,W,SBF,zs,sv,0
2012,LL,W,SBF,r,v,0
2012,LL,W,SBF,r,cv,0
2012,LL,W,SBF,r,sv,0
2012,LL,W,SKJ,lc,v,1973
2012,LL,W,SKJ,lc,cv,3086728.947
2012,LL,W,SKJ,lc,sv,12272200.27
2012,LL,W,SKJ,cb,v,0
2012,LL,W,SKJ,cb,cv,0
2012,LL,W,SKJ,cb,sv,148566.9
2012,LL,W,SKJ,d,v,0
2012,LL,W,SKJ,d,cv,0
2012,LL,W,SKJ,d,sv,0
2012,LL,W,SKJ,fs,v,0
2012,LL,W,SKJ,fs,cv,0
2012,LL,W,SKJ,fs,sv,0
2012,LL,W,SKJ,zs,v,0
2012,LL,W,SKJ,zs,cv,0
2012,LL,W,SKJ,zs,sv,0
2012,LL,W,SKJ,r,v,0
2012,LL,W,SKJ,r,cv,0
2012,LL,W,SKJ,r,sv,0
2012,LL,W,YFT,lc,v,0
2012,LL,W,YFT,lc,cv,0
2012,LL,W,YFT,lc,sv,0
2012,LL,W,YFT,cb,v,0
2012,LL,W,YFT,cb,cv,0
2012,LL,W,YFT,cb,sv,0
2012,LL,W,YFT,d,v,0
2012,LL,W,YFT,d,cv,0
2012,LL,W,YFT,d,sv,0
2012,LL,W,YFT,fs,v,39816
2012,LL,W,YFT,fs,cv,195909697.8
2012,LL,W,YFT,fs,sv,748759788
2012,LL,W,YFT,zs,v,39816
2012,LL,W,YFT,zs,cv,233694124.9
2012,LL,W,YFT,zs,sv,729455952.5
2012,LL,W,YFT,r,v,0
2012,LL,W,YFT,r,cv,0
2012,LL,W,YFT,r,sv,0
2012,O,W,ALB,lc,v,425
2012,O,W,ALB,lc,cv,1467100
2012,O,W,ALB,lc,sv,3823665.024
2012,O,W,ALB,cb,v,0
2012,O,W,ALB,cb,cv,0
2012,O,W,ALB,cb,sv,32002.5
2012,O,W,ALB,d,v,0
2012,O,W,ALB,d,cv,0
2012,O,W,ALB,d,sv,0
2012,O,W,ALB,fs,v,0
2012,O,W,ALB,fs,cv,0
2012,O,W,ALB,fs,sv,0
2012,O,W,ALB,zs,v,0
2012,O,W,ALB,zs,cv,0
2012,O,W,ALB,zs,sv,0
2012,O,W,ALB,r,v,0
2012,O,W,ALB,r,cv,0
2012,O,W,ALB,r,sv,0
2012,O,W,BET,lc,v,0
2012,O,W,BET,lc,cv,0
2012,O,W,BET,lc,sv,0
2012,O,W,BET,cb,v,0
2012,O,W,BET,cb,cv,0
2012,O,W,BET,cb,sv,0
2012,O,W,BET,d,v,0
2012,O,W,BET,d,cv,0
2012,O,W,BET,d,sv,0
2012,O,W,BET,fs,v,8762
2012,O,W,BET,fs,cv,54895715.36
2012,O,W,BET,fs,sv,193547103.8
2012,O,W,BET,zs,v,0
2012,O,W,BET,zs,cv,0
2012,O,W,BET,zs,sv,0
2012,O,W,BET,r,v,0
2012,O,W,BET,r,cv,0
2012,O,W,BET,r,sv,0
2012,O,W,BFT,lc,v,0
2012,O,W,BFT,lc,cv,0
2012,O,W,BFT,lc,sv,0
2012,O,W,BFT,cb,v,0
2012,O,W,BFT,cb,cv,0
2012,O,W,BFT,cb,sv,0
2012,O,W,BFT,d,v,0
2012,O,W,BFT,d,cv,0
2012,O,W,BFT,d,sv,0
2012,O,W,BFT,fs,v,0
2012,O,W,BFT,fs,cv,0
2012,O,W,BFT,fs,sv,0
2012,O,W,BFT,zs,v,0
2012,O,W,BFT,zs,cv,0
2012,O,W,BFT,zs,sv,0
2012,O,W,BFT,r,v,0
2012,O,W,BFT,r,cv,0
2012,O,W,BFT,r,sv,0
2012,O,W,PBF,lc,v,0
2012,O,W,PBF,lc,cv,0
2012,O,W,PBF,lc,sv,0
2012,O,W,PBF,cb,v,0
2012,O,W,PBF,cb,cv,0
2012,O,W,PBF,cb,sv,0
2012,O,W,PBF,d,v,0
2012,O,W,PBF,d,cv,0
2012,O,W,PBF,d,sv,0
2012,O,W,PBF,fs,v,2715
2012,O,W,PBF,fs,cv,98239310.34
2012,O,W,PBF,fs,sv,145993557.9
2012,O,W,PBF,zs,v,0
2012,O,W,PBF,zs,cv,0
2012,O,W,PBF,zs,sv,0
2012,O,W,PBF,r,v,0
2012,O,W,PBF,r,cv,0
2012,O,W,PBF,r,sv,0
2012,O,W,SBF,lc,v,0
2012,O,W,SBF,lc,cv,0
2012,O,W,SBF,lc,sv,0
2012,O,W,SBF,cb,v,0
2012,O,W,SBF,cb,cv,0
2012,O,W,SBF,cb,sv,0
2012,O,W,SBF,d,v,0
2012,O,W,SBF,d,cv,0
2012,O,W,SBF,d,sv,0
2012,O,W,SBF,fs,v,0
2012,O,W,SBF,fs,cv,0
2012,O,W,SBF,fs,sv,0
2012,O,W,SBF,zs,v,0
2012,O,W,SBF,zs,cv,0
2012,O,W,SBF,zs,sv,0
2012,O,W,SBF,r,v,0
2012,O,W,SBF,r,cv,0
2012,O,W,SBF,r,sv,0
2012,O,W,SKJ,lc,v,0
2012,O,W,SKJ,lc,cv,0
2012,O,W,SKJ,lc,sv,0
2012,O,W,SKJ,cb,v,0
2012,O,W,SKJ,cb,cv,0
2012,O,W,SKJ,cb,sv,0
2012,O,W,SKJ,d,v,122629
2012,O,W,SKJ,d,cv,193014372.4
2012,O,W,SKJ,d,sv,429201500
2012,O,W,SKJ,fs,v,0
2012,O,W,SKJ,fs,cv,0
2012,O,W,SKJ,fs,sv,0
2012,O,W,SKJ,zs,v,0
2012,O,W,SKJ,zs,cv,0
2012,O,W,SKJ,zs,sv,0
2012,O,W,SKJ,r,v,0
2012,O,W,SKJ,r,cv,0
2012,O,W,SKJ,r,sv,0
2012,O,W,YFT,lc,v,0
2012,O,W,YFT,lc,cv,0
2012,O,W,YFT,lc,sv,0
2012,O,W,YFT,cb,v,0
2012,O,W,YFT,cb,cv,0
2012,O,W,YFT,cb,sv,0
2012,O,W,YFT,d,v,0
2012,O,W,YFT,d,cv,0
2012,O,W,YFT,d,sv,0
2012,O,W,YFT,fs,v,0
2012,O,W,YFT,fs,cv,0
2012,O,W,YFT,fs,sv,0
2012,O,W,YFT,zs,v,62127
2012,O,W,YFT,zs,cv,364645240.5
2012,O,W,YFT,zs,sv,1138208508
2012,O,W,YFT,r,v,0
2012,O,W,YFT,r,cv,0
2012,O,W,YFT,r,sv,0
2012,PS,W,ALB,lc,v,0
2012,PS,W,ALB,lc,cv,0
2012,PS,W,ALB,lc,sv,0
2012,PS,W,ALB,cb,v,0
2012,PS,W,ALB,cb,cv,0
2012,PS,W,ALB,cb,sv,0
2012,PS,W,ALB,d,v,0
2012,PS,W,ALB,d,cv,0
2012,PS,W,ALB,d,sv,0
2012,PS,W,ALB,fs,v,0
2012,PS,W,ALB,fs,cv,0
2012,PS,W,ALB,fs,sv,0
2012,PS,W,ALB,zs,v,0
2012,PS,W,ALB,zs,cv,0
2012,PS,W,ALB,zs,sv,0
2012,PS,W,ALB,r,v,0
2012,PS,W,ALB,r,cv,0
2012,PS,W,ALB,r,sv,0
2012,PS,W,BET,lc,v,57234.4
2012,PS,W,BET,lc,cv,110591169.4
2012,PS,W,BET,lc,sv,454996702
2012,PS,W,BET,cb,v,0
2012,PS,W,BET,cb,cv,0
2012,PS,W,BET,cb,sv,4309750.32
2012,PS,W,BET,d,v,0
2012,PS,W,BET,d,cv,0
2012,PS,W,BET,d,sv,0
2012,PS,W,BET,fs,v,0
2012,PS,W,BET,fs,cv,0
2012,PS,W,BET,fs,sv,0
2012,PS,W,BET,zs,v,14308.6
2012,PS,W,BET,zs,cv,150030978.8
2012,PS,W,BET,zs,sv,247396782.7
2012,PS,W,BET,r,v,0
2012,PS,W,BET,r,cv,0
2012,PS,W,BET,r,sv,0
2012,PS,W,BFT,lc,v,0
2012,PS,W,BFT,lc,cv,0
2012,PS,W,BFT,lc,sv,0
2012,PS,W,BFT,cb,v,0
2012,PS,W,BFT,cb,cv,0
2012,PS,W,BFT,cb,sv,0
2012,PS,W,BFT,d,v,0
2012,PS,W,BFT,d,cv,0
2012,PS,W,BFT,d,sv,0
2012,PS,W,BFT,fs,v,0
2012,PS,W,BFT,fs,cv,0
2012,PS,W,BFT,fs,sv,0
2012,PS,W,BFT,zs,v,0
2012,PS,W,BFT,zs,cv,0
2012,PS,W,BFT,zs,sv,0
2012,PS,W,BFT,r,v,0
2012,PS,W,BFT,r,cv,0
2012,PS,W,BFT,r,sv,0
2012,PS,W,PBF,lc,v,0
2012,PS,W,PBF,lc,cv,0
2012,PS,W,PBF,lc,sv,0
2012,PS,W,PBF,cb,v,0
2012,PS,W,PBF,cb,cv,0
2012,PS,W,PBF,cb,sv,0
2012,PS,W,PBF,d,v,0
2012,PS,W,PBF,d,cv,0
2012,PS,W,PBF,d,sv,0
2012,PS,W,PBF,fs,v,3883
2012,PS,W,PBF,fs,cv,140502114.9
2012,PS,W,PBF,fs,sv,208800362.9
2012,PS,W,PBF,zs,v,0
2012,PS,W,PBF,zs,cv,0
2012,PS,W,PBF,zs,sv,0
2012,PS,W,PBF,r,v,0
2012,PS,W,PBF,r,cv,0
2012,PS,W,PBF,r,sv,0
2012,PS,W,SBF,lc,v,0
2012,PS,W,SBF,lc,cv,0
2012,PS,W,SBF,lc,sv,0
2012,PS,W,SBF,cb,v,0
2012,PS,W,SBF,cb,cv,0
2012,PS,W,SBF,cb,sv,0
2012,PS,W,SBF,d,v,0
2012,PS,W,SBF,d,cv,0
2012,PS,W,SBF,d,sv,0
2012,PS,W,SBF,fs,v,0
2012,PS,W,SBF,fs,cv,0
2012,PS,W,SBF,fs,sv,0
